Timestamp	What is your gender?	What year are you?	What is your relationship status?	Are you currently sexually active?	How frequently do you have sex?	How often do you masturbate?	Where have you had sex?	How often do you have "one night stands"?	How frequently do you watch porn?	Have you ever cheated on someone?	Have you ever been cheated on?	Do you consider yourself a virgin?	Have you ever had sex while under the influence? (check all that apply)	What department does your major belong to?	What sexual orientation do you most identify with?	Which of the following sex toys have you used during sex?	Have you ever paid for sex?	Were you a virgin when you first arrived at Mines?	Who of the following have you had sex with?	How confident are you in your sexual abilities?	How would you rate other Mines students' sexual abilities based on previous sexual encounters?	What of these sexual activities have you done?	Do you own any sex toys and/or have you used them?	Have you ever faked an orgasm?	What is your most common method of contraception and/or STD protection?	On a scale of 1 to 5, how happy are you with your sex life?	Have you ever had an STD?	Do you currently have an STD?	When was the last time you were tested for  STDs?	Have you ever been paid for sex?	What do you consider to be "sex"?	Have you ever sincerely used the term RIBS (Ratio Induced Bitchiness Syndrome)?	Any Comments?	What is your GPA?	At what bar/brewery do you spend the most time?	What operating system do you run on your personal computer?	Where do you usually study?	How frequently do you talk to your parents?	Have you had an internship?	How frequently do you exercise?	Did you vote in the November election?	Are you in-state or out-of-state?	How many facebook friends do you have?	In the last year, how many books did you start and finish?	In the last 12 months, how many different individuals have you had sex with?
2/4/2015 19:10:56	Male	Graduate Student	Single	No	1-2 times per month	A few times a week	A bedroom, A car, A campus building, A shower/bathroom, Kitchen	Once a year (or when the stars align...)	A few times a week	No	No	No	Adderall, Alcohol, Cocaine, Ecstasy, Heroin, Marijuana, Prescription drugs (pain killers, etc)	Physics	Heterosexual	Handcuffs, Blindfold, Ice, Wax	No	No	A student from another college	4		Used props, Anal sex		Yes	Orgasmic timing (or as the kids say, "pulling out")	2	Yes	No	Within the past six months	No	Oral sex, Vaginal sex, Anal sex	No		3.78	Golden City Brewery	Windows	At your house/dorm/apartment	Once a week	Yes	More than once a week	Yes	In-State	Don't have Facebook	None	3
2/4/2015 19:14:55	Male	Junior	In an open relationship	Yes	1-2 times per week	A few times a week	An athletics field/stadium, A bedroom, A car, A fraternity house, A campus building, A shower/bathroom, Elevator, South/North Table	Once a year (or when the stars align...)	A few times a week	Yes	Yes	No	Alcohol, Marijuana	Chemical and Biological Engineering	Heterosexual	Handcuffs	No	Yes	Another Mines student, A student from another college, Someone in your department, A roommate, A coworker	4	3	None of these.	I've never used them and I don't own any	Yes	Male condoms	4	No	No	Never	No	Vaginal sex, Anal sex	Yes		3.2	none. not 21 yet	Windows	At your house/dorm/apartment	Once a month	Yes	More than once a week	Yes	In-State	350	None	4
2/4/2015 19:15:02	Male	Freshman	It's complicated	Yes	3-5 times per week	A few times a month	A bedroom, A car, A shower/bathroom, South/North Table	I have never had a one night stand.	Once a week	No	No	No	Alcohol	Mechanical Engineering	Heterosexual		No	Yes	Another Mines student, Someone in your department	4	3	Used props, Role play, Had sex in a room where someone else was sleeping	I've never used them and I don't own any	No	Oral birth control	3	No	No	Never	No	Vaginal sex	Yes		3.03		Windows	At your house/dorm/apartment	Once a week	No	More than once a week	No	In-State	670	None	1
2/4/2015 19:18:20	Male	Sophomore	Single	Yes	1-2 times per year (or when the stars align...)	A few times a week	A bedroom	Once a month	A few times a week	Yes	No	No	Alcohol	Petroleum Engineering	Heterosexual	None of these.	No	Yes	A student from another college	3	2	None of these.	I've never used them and I don't own any	No	Oral birth control	3	No	No	Never	No	Vaginal sex, Anal sex	Yes		2.5	The Grizzly Rose	Mac OS	Arthur Lakes Library	Once a week	No	More than once a week	No	In-State	800	None	1
2/4/2015 19:18:48	Male	Sophomore	Single			A few times a week			A few times a week	No	No	Yes		Petroleum Engineering	Heterosexual					3			I've never used them and I don't own any			3	No	No	Never		Vaginal sex, Anal sex	No		3.2	none	Windows	Arthur Lakes Library	Once a week	No	More than once a week	No	Out-of-State	0	None	
2/4/2015 19:20:04	Male	Junior	Single	Yes	1-2 times per week	A few times a week	A bedroom, A car, A campus building, A shower/bathroom	Once a month	Almost never	Yes	No	No	Alcohol, Marijuana	Mechanical Engineering	Heterosexual	None of these.	No	Yes	Another Mines student, A student from another college, Someone in your department, A coworker	5	4	Had sex in a room where someone else was sleeping, Anal sex	I've never used them and I don't own any	No	Male condoms	4	No	No	Never	No	Vaginal sex, Anal sex	Yes		3.86	Blue Canyon	Windows	At your house/dorm/apartment	Once a week	Yes	More than once a week	No	In-State	Don't Have Facebook	2-5	5
2/4/2015 19:21:57	Male	Junior	In a committed relationship			A few times a week			A few times a week	No	No	Yes		Mechanical Engineering	Heterosexual					3			I've never used them and I don't own any			4	No	No	A while ago...		Vaginal sex, Anal sex	Yes		3.114	Mountain Toad	Mac OS	Brown Building	Once a week	Yes	Once a week	No	In-State	680	2-5	
2/4/2015 19:22:03	Male	Junior	In a committed relationship	Yes	1-2 times per month	A few times a week	A bedroom, A car, A shower/bathroom	Once a year (or when the stars align...)	A few times a week	Yes	No	No	Adderall, Alcohol, Marijuana	Petroleum Engineering	Heterosexual	Cock Ring	No	No	Another Mines student, A student from another college	4	3	Threesome (or more...), Had sex in a room where someone else was sleeping, Anal sex		Yes	Orgasmic timing (or as the kids say, "pulling out")	2	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	No		ok	None	Mac OS	Arthur Lakes Library	Once a month	No	More than once a week	No	Out-of-State	1000	6-10	1
2/4/2015 19:23:40	Male	Junior	In a committed relationship	Yes	1-2 times per week	A few times a week	A bedroom, A car, A shower/bathroom, porch	I have never had a one night stand.	A few times a week	Yes	Yes	No	Adderall, Alcohol, Marijuana, Prescription drugs (pain killers, etc)	Petroleum Engineering	Heterosexual	Ice	No	No	Another Mines student, A student from another college	5	4	None of these.	I've never used them and I don't own any	No	Oral birth control	5	No	No	Never	No	Vaginal sex, Anal sex	No		2.5	Blue Canyon	Windows	Marquez Hall	More than once a week	Yes	Once a week	Yes	In-State	300	None	1
2/4/2015 19:23:51	Male	Senior	In a committed relationship	Yes	1-2 times per month	A few times a week	A bedroom	I have never had a one night stand.	A few times a week	No	No	No	Alcohol	Electrical Engineering and Computer Science	Heterosexual	None of these.	No	No	Another Mines student	3	3	None of these.	I've never used them and I don't own any	No	Male condoms	3	No	No	A while ago...	No	Oral sex, Vaginal sex, Anal sex	No		2.1	The yardhouse	Windows	At your house/dorm/apartment	Once a month	Yes	Once a month	No	In-State	300	1	1
2/4/2015 19:24:18	Male	Freshman	Single			A few times a week			A few times a week	No	Yes	Yes		Mechanical Engineering	Heterosexual					3			I've never used them and I don't own any			2	No	No	Never		Vaginal sex, Anal sex	Yes		3.95		Windows	At your house/dorm/apartment	Once a month	No	2-3 times per month	No	In-State	300	None	
2/4/2015 19:26:19	Male	Sophomore	Single			I have never masturbated			Almost never	No	Yes	Yes		Civil and Environmental Engineering	Heterosexual					3			I've never used them and I don't own any			3	No	No	Never		Vaginal sex, Anal sex	No	Not a fan of premarital sex, might be just me.	2.5	NONE	Windows	At your house/dorm/apartment	More than once a week	No	2-3 times per month	Yes	In-State	800	2-5	
2/4/2015 19:27:06	Male	Freshman	Single	Yes	1-2 times per month	A few times a week	A bedroom, A fraternity house	Once a month	Almost never	No	No	No	Alcohol, Marijuana	Electrical Engineering and Computer Science	Heterosexual	None of these.	No	No	Another Mines student, A student from another college	4	4	None of these.	I've never used them and I don't own any	No	Male condoms	3	No	No	Never	No	Vaginal sex, Anal sex	No		3.7		Windows	At your house/dorm/apartment	Once a week	No	More than once a week	No	Out-of-State		2-5	2
2/4/2015 19:27:16	Male	Senior	Single	No	I am not sexually active.	Once a day	A bedroom, A car, A shower/bathroom, In the Grand Canyon	I have never had a one night stand.	Once a day	No	No	No	Alcohol	Electrical Engineering and Computer Science	Heterosexual	Dildo, Vibrator, Cock Ring, Blindfold	No	No	Another Mines student, A student from another college	4	4	Used props, Had sex in a room where someone else was sleeping, Anal sex	I own and use them	No	Male condoms	1	No	No	Within the past month	No	Oral sex, Vaginal sex, Anal sex	Yes	I've had weird sexual adventures but I've been on a 2 year dry spell. Yaaaaaay....	2.4	Ace-Hi Tavern	Windows	At your house/dorm/apartment	Once a week	No	More than once a week	Yes	In-State	531	1	0
2/4/2015 19:28:52	Male	Senior	Single	Yes	1-2 times per month	Almost never	A bedroom, A car, A shower/bathroom	Once a year (or when the stars align...)	Almost never	Yes	Yes	No	Alcohol	Mechanical Engineering	Heterosexual	None of these.	No	No	Another Mines student, A student from another college, Someone in your department	4	2	None of these.	I've never used them and I don't own any	Yes	Male condoms	4	No	No	Within the past three months	No	Vaginal sex	Yes		2.3	Mountain Toad	Windows	Arthur Lakes Library	Once a week	Yes	More than once a week	No	Out-of-State	500	2-5	4
2/4/2015 19:29:25	Male	Graduate Student	Single	No	1-2 times per year (or when the stars align...)	More than once a day	A bedroom	Once a year (or when the stars align...)	A few times a week	No	Yes	No	Alcohol	Mining Engineering	Heterosexual	None of these.	No	No	Another Mines student, A student from another college	3	3	None of these.	I own and use them	No	Male condoms	3	No	No	Within the past year	No	Oral sex, Vaginal sex, Anal sex	Yes		4	Ace-Hi Tavern	Windows	At your house/dorm/apartment	More than once a week	Yes	More than once a week	Yes	In-State	100	None	0
2/4/2015 19:29:50	Male	Freshman	In a committed relationship	No	I am not sexually active.	A few times a week	A bedroom, A car	I have never had a one night stand.	Once a week	No	Yes	No	None of these	Electrical Engineering and Computer Science	Heterosexual	None of these.	No	No	None of these	4		Anal sex	I've never used them and I don't own any	No	Orgasmic timing (or as the kids say, "pulling out")	2	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	No		4	none	Windows	Arthur Lakes Library	Once a month	No	More than once a week	No	Out-of-State	500	2-5	0
2/4/2015 19:30:57	Male	Graduate Student	In a committed relationship	Yes	1-2 times per week	A few times a week	A bedroom, A shower/bathroom	I have never had a one night stand.	Almost never	Yes	Yes	No	Alcohol, Marijuana	Geology and Geological Engineering	Heterosexual		No	Yes	Another Mines student	3	3	None of these.	I've never used them and I don't own any	No	Male condoms	3	No	No	Never	No	Vaginal sex, Anal sex	No		3.7	Mountain Toad	Mac OS		Once a week	Yes	More than once a week	Yes	In-State	1000	2-5	1
2/4/2015 19:31:08	Male	Senior	In a committed relationship	Yes	3-5 times per week	Once a day	An athletics field/stadium, A bedroom, A car, A shower/bathroom	Once a year (or when the stars align...)	Once a day	Yes	Yes	No	Alcohol	Mechanical Engineering	Heterosexual	Whip(s), Cock Ring, Handcuffs, Blindfold, Ice	No	No	Another Mines student, A student from another college, Someone in your department	4	3	Used props, Role play, Made a sex tape	I own and use them	Yes	Male condoms	4	No	No	Within the past year	No	Oral sex, Vaginal sex, Anal sex	No		3.2	Rock Rest Lodge	Windows	At your house/dorm/apartment	More than once a week	Yes	More than once a week	Yes	In-State	200	2-5	1
2/4/2015 19:32:23	Male	Sophomore	Single	Yes	1-2 times per week	Once a day	A bedroom, A car, A shower/bathroom	I have never had a one night stand.	A few times a week	Yes	Yes	No	Acid, Adderall, Alcohol, Ecstasy, Marijuana, Mushrooms	Chemical and Biological Engineering	Heterosexual	Ice	No	No	A student from another college, A coworker	5	2	Used props, Role play, Had sex in a room where someone else was sleeping, Anal sex	I've never used them and I don't own any	No	Orgasmic timing (or as the kids say, "pulling out")	4	No	No	A while ago...	No	Oral sex, Vaginal sex, Anal sex	No		3.6	Cervantes Masterpiece Ballroom	Windows	Student Center	More than once a week	Yes	More than once a week	No	In-State	800	11-15	5
2/4/2015 19:34:22	Male	Senior	Single	Yes	1-2 times per month	Once a day	A bedroom, A fraternity house, A shower/bathroom	Once a month	Once a day	No	No	No	Adderall, Alcohol, Marijuana	Mining Engineering	Heterosexual	Ben Wa Balls	No	No	Another Mines student, A student from another college	3	3	None of these.	I've never used them and I don't own any	No	Male condoms	2	No	No	Within the past three months	Yes	Vaginal sex, Anal sex	Yes	Great sense of humor	None of your business	Mountain Toad	Windows	At your house/dorm/apartment	Once a week	Yes	Once a week	No	Out-of-State	378	2-5	3
2/4/2015 19:35:22	Male	Sophomore	Single	No	I am not sexually active.	A few times a week	A bedroom, A car, A shower/bathroom	I have never had a one night stand.	Almost never	No	No	No	None of these	Petroleum Engineering	Heterosexual	None of these.	No	No	A student from another college	4	3	None of these.	I've never used them and I don't own any	No	Male condoms	1	No	No	Within the past six months	No	Vaginal sex	No		2.7		Windows	At your house/dorm/apartment	Once a week	No	More than once a week	Yes	In-State	750	2-5	0
2/4/2015 19:36:10	Male	Freshman	Single			Almost never			Never	No	No	Yes		Electrical Engineering and Computer Science	Heterosexual					1			I've never used them and I don't own any			4	No	No	Never		Oral sex, Vaginal sex, Anal sex	No		2.5	None	Windows	At your house/dorm/apartment	Once a month	Yes	More than once a week	Yes	In-State	300	More than 15	
2/4/2015 19:39:19	Male	Junior	In a committed relationship	Yes	1-2 times per month	A few times a week	An athletics field/stadium, A bedroom, A car, A shower/bathroom	I have never had a one night stand.	Once a week	No	No	No	Alcohol	Civil and Environmental Engineering	Heterosexual	Handcuffs, Blindfold, Ice	No	No	A student from another college	4	3	Used props, Made a sex tape	I've never used them and I don't own any	No	Oral birth control	1		No	Never	No	Vaginal sex, Anal sex	Yes		2.62	The Grizzly Rose	Windows	Arthur Lakes Library	Once a week	No	2-3 times per month	Yes	In-State	0	11-15	1
2/4/2015 19:39:30	Male	Senior	In a committed relationship	Yes	1-2 times per week	Once a day	A bedroom, A car, A shower/bathroom, Sauna	I have never had a one night stand.	Almost never	No	No	No	Adderall, Alcohol, Marijuana	Chemical and Biological Engineering	Heterosexual	Vibrator, Blindfold, Ice	No	No	A student from another college	3		Used props, Had sex in a room where someone else was sleeping	I own and use them	Yes	Male condoms	4	No	No	Never	No	Vaginal sex, Anal sex	Yes		3.6	Cannonball Creek Brewery	Linux	Arthur Lakes Library	Once a week	Yes	More than once a week	Yes	In-State	600	2-5	2
2/4/2015 19:41:04	Male	Freshman	In a committed relationship	Yes	1-2 times per month	A few times a week	A bedroom, A car, A shower/bathroom	I have never had a one night stand.	A few times a week	No	No	No	Alcohol	Mechanical Engineering	Heterosexual	None of these.	No	No	A student from another college	3	3	None of these.	I've never used them and I don't own any	No	Male condoms	4	No	No	Never	No	Vaginal sex	Yes		3.87	Blue Canyon	Windows	At your house/dorm/apartment	Once a week	No	More than once a week	Yes	In-State	300	2-5	1
2/4/2015 19:43:06	Male	Senior	In a committed relationship	No	1-2 times per year (or when the stars align...)	A few times a month	A bedroom, A campus building	I have never had a one night stand.	A few times a month	No	No	No	Alcohol	Metallurgical and Materials Engineering	Heterosexual	Vibrator, Ice	No	Yes	Another Mines student	3	1	None of these.	I own and use them	No	Male condoms	1	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	Yes		NYB	Mountain Toad	Windows	Local coffee shops	More than once a week	Yes	More than once a week	No	In-State	nyb bitch	2-5	1
2/4/2015 19:43:33	Male	Freshman	Single	Yes	1-2 times per week	A few times a week	A bedroom, A car, A campus building, South/North Table	I have never had a one night stand.	A few times a month	No	No	No	Alcohol	Metallurgical and Materials Engineering	Heterosexual	None of these.	No	No	A student from another college	4		Had sex in a room where someone else was sleeping	I've never used them and I don't own any	No	Oral birth control	3	No	No	Never	No	Vaginal sex	No		3.6		Windows	Brown Building	More than once a week	No	More than once a week	No	Out-of-State	600	2-5	1
2/4/2015 19:45:56	Male	Junior	Single			A few times a week			A few times a week	No	No	Yes		Chemical and Biological Engineering	Heterosexual					1			I've never used them and I don't own any			5	No	No	Never		Vaginal sex	Yes		3.6	I'm 20	Windows	Local coffee shops	Once a week	Yes	More than once a week	No	In-State	500	6-10	
2/4/2015 19:46:48	Male	Sophomore	In a committed relationship	Yes	Once a day	A few times a week	An athletics field/stadium, A bedroom, A car, A fraternity house, A sorority house, A shower/bathroom, Club or Bar	Once a year (or when the stars align...)	A few times a week	Yes	No	No	Acid, Adderall, Alcohol, Cocaine, Ecstasy, Marijuana, Mushrooms	Petroleum Engineering	Heterosexual	Dildo, Handcuffs, Ice, Wax	No	No	A student from another college	5	1	Used props, Threesome (or more...), Had sex in a room where someone else was sleeping, Used chatroulette for things not in the "terms of use..." In other words, broadcast a sex show., Anal sex	I've used them, but don't own them.	No	Oral birth control	5	No	No	Never	No	Vaginal sex	Yes		2.1	Jacksons	Windows	Arthur Lakes Library	Once a week	No	Once a week	Yes	Out-of-State		2-5	1
2/4/2015 19:47:06	Male	Freshman	In a committed relationship	Yes	1-2 times per week	A few times a week	A bedroom, A car, A shower/bathroom	I have never had a one night stand.	A few times a week	No	No	No	Adderall, Alcohol, Prescription drugs (pain killers, etc)	Petroleum Engineering	Heterosexual	None of these.	No	No	None of these	4	1		I've never used them and I don't own any	No	Male condoms	5	No	No	Never	No	Vaginal sex, Anal sex	Yes	great survey.	?		Mac OS	At your house/dorm/apartment	More than once a week	No	More than once a week	No	In-State	400	None	2
2/4/2015 19:47:49	Male	Sophomore	In a committed relationship	Yes	3-5 times per week	Once a day	A bedroom, A car, A campus building, A shower/bathroom	Once a year (or when the stars align...)	A few times a week	Yes	Yes	No	Alcohol, Marijuana	Petroleum Engineering	Heterosexual	Vibrator, Cock Ring, Handcuffs	No	No	Another Mines student, A student from another college	4	1	Used props, Had sex in a room where someone else was sleeping	I own and use them	No	Oral birth control	4	No	No	A while ago...	No	Oral sex, Vaginal sex, Anal sex	Yes		2.4	The Grizzly Rose	Windows	At your house/dorm/apartment	More than once a week	No	More than once a week	No	In-State	600	None	3
2/4/2015 19:47:56	Male	Junior	Single	Yes	1-2 times per month	Once a day	A bedroom, A car, A shower/bathroom	I have never had a one night stand.	Once a day	Yes	Yes	No	Alcohol, Marijuana	Mechanical Engineering	Heterosexual	None of these.	No	No	A student from another college	4	2	Used chatroulette for things not in the "terms of use..." In other words, broadcast a sex show.	I've never used them and I don't own any	No	Male condoms	2	No	No	Never	No	Vaginal sex, Anal sex	Yes		2.4	Rock Rest Lodge	Windows	At your house/dorm/apartment	More than once a week	Yes	More than once a week	Yes	In-State		None	2
2/4/2015 19:50:31	Male	Freshman	In a committed relationship	Yes	1-2 times per month	A few times a month	An athletics field/stadium, A bedroom, A car, A shower/bathroom, Club or Bar	A few times a month	Almost never	No	Yes	No	Adderall, Alcohol, Ecstasy, Marijuana, Prescription drugs (pain killers, etc)	Geophysics	Heterosexual	None of these.	No	No	Another Mines student, A student from another college	4	3	Threesome (or more...)	I've never used them and I don't own any	No	Male condoms	4	No	No	Within the past three months	No	Vaginal sex, Anal sex	No		2.7		Windows	At your house/dorm/apartment	Once a semester	No	More than once a week	No	Out-of-State	400	2-5	9
2/4/2015 19:54:45	Male	Junior	In a committed relationship			A few times a week			A few times a week	No	No	Yes		Mechanical Engineering	Heterosexual					2			I've never used them and I don't own any			2	No	No	Never		Vaginal sex	No		2.9		Windows	Brown Building	Once a week	Yes	Almost never	No	In-State	100	None	
2/4/2015 19:55:02	Male	Graduate Student	Single			A few times a week			Almost never	No	No	Yes		Geology and Geological Engineering	Heterosexual					1			I own and use them			1	No	No	Never		Oral sex, Vaginal sex, Anal sex, Audial sex (yeah, we don't know either...)	No		4	NA	Windows	At your house/dorm/apartment	Once a week	Yes	More than once a week	Yes	Out-of-State	220	11-15	
2/4/2015 19:56:43	Male	Sophomore	Single	Yes	1-2 times per year (or when the stars align...)	Once a day	A bedroom, A shower/bathroom	Once a year (or when the stars align...)	A few times a week	No	Yes	No	Alcohol, Marijuana	Chemical and Biological Engineering	Heterosexual		No	No	Another Mines student, A student from another college	3	2	Had sex in a room where someone else was sleeping	I've never used them and I don't own any	No	Male condoms	2	No	No	Never	No	Vaginal sex, Anal sex	Yes		3		Windows	At your house/dorm/apartment	Once a week	No	More than once a week	Yes	In-State	500	None	3
2/4/2015 19:59:48	Male	Sophomore	Single	Yes	1-2 times per year (or when the stars align...)	A few times a week	A bedroom, A shower/bathroom	Once a year (or when the stars align...)	A few times a week	No	No	No	Alcohol	Chemical and Biological Engineering	Heterosexual	Handcuffs, Blindfold	No	No	Another Mines student	3	2	Used props, Role play	I've never used them and I don't own any	No	Male condoms	1	No	No	Never	No	Vaginal sex	No		2.83	The Grizzly Rose	Windows	Arthur Lakes Library	Once a month	No	More than once a week	No	Out-of-State	500	2-5	1
2/4/2015 20:01:00	Male	Junior	Single			A few times a week			A few times a week	No	No	Yes		Petroleum Engineering	Heterosexual					2			I've never used them and I don't own any			1	No	No	Never		Vaginal sex, Anal sex	Yes		3.8	Rock Rest Lodge	Windows	Marquez Hall	More than once a week	Yes	More than once a week	No	Out-of-State	800	None	
2/4/2015 20:02:06	Male	Junior	In a committed relationship	Yes	1-2 times per month	A few times a month	A bedroom, A car, A campus building, A shower/bathroom	I have never had a one night stand.	A few times a month	No	No	No	Alcohol	Physics	Heterosexual	Vibrator, Cock Ring, Handcuffs, Blindfold, Ice	No	No	A student from another college	4	3	Used props, Role play, Made a sex tape	I've used them, but don't own them.	No	Male condoms	5	No	No	Never	No	Oral sex, Vaginal sex, Anal sex, Audial sex (yeah, we don't know either...)	Yes		3.956	None	Linux	Arthur Lakes Library	More than once a week	No	More than once a week	Yes	In-State	200	6-10	1
2/4/2015 20:02:44	Male	Senior	Single			More than once a day			More than once a day	No	No	Yes		Chemical and Biological Engineering	Heterosexual					1			I've never used them and I don't own any			1	No	No	Never		Kissing	Yes		3.6	Barrels and Bottles	Windows	At your house/dorm/apartment	Once a week	Yes	More than once a week	Yes	In-State	320	2-5	
2/4/2015 20:03:56	Male	Senior	Single	No	1-2 times per year (or when the stars align...)	A few times a week	A bedroom	Once a year (or when the stars align...)	A few times a week	No	No	No	Alcohol	Physics	Heterosexual	None of these.	No	Yes	Another Mines student	4	4	None of these.	I've never used them and I don't own any	No	Male condoms	3	No	No	A while ago...	No	Oral sex, Vaginal sex, Anal sex	Yes		3.34	The Grizzly Rose	Windows	At your house/dorm/apartment	Once a week	No	2-3 times per month	Yes	In-State	300	11-15	1
2/4/2015 20:08:04	Male	Freshman	In a committed relationship	Yes	1-2 times per month	A few times a month	A bedroom, A campus building	I have never had a one night stand.	Almost never	No	No	No	None of these	Chemical and Biological Engineering	Heterosexual	None of these.	No	Yes	Another Mines student	5	5	Had sex in a room where someone else was sleeping	I've never used them and I don't own any	No	Male condoms	5	No	No	Never	No	Vaginal sex, Anal sex	No	This was exhilarating.	4	None	Windows	Student Center	More than once a week	No	More than once a week	Yes	In-State	302	2-5	1
2/4/2015 20:08:55	Male	Sophomore	Single			A few times a month			A few times a month	No	No	Yes		Mechanical Engineering	Heterosexual					2			I've never used them and I don't own any			2	No	No	Never		Vaginal sex, Anal sex	No		3.4		Windows	At your house/dorm/apartment	Once a month	No	2-3 times per month	No	Out-of-State	50	2-5	
2/4/2015 20:09:05	Male	Freshman	Single	No	1-2 times per year (or when the stars align...)	More than once a day	A bedroom	I have never had a one night stand.	More than once a day	Yes	Yes	No		Mining Engineering	Heterosexual	Handcuffs	No	Yes	Another Mines student	4	3	None of these.	I've used them, but don't own them.	No	Male condoms	1	No	No	Never	No	Vaginal sex	Yes		3.349		Windows	At your house/dorm/apartment	Once a week	Yes	Almost never	No	Out-of-State	1000	2-5	1
2/4/2015 20:09:10	Male	Senior	In a committed relationship	Yes	1-2 times per week	Almost never	A bedroom, A shower/bathroom, Mountain Top	Once a year (or when the stars align...)	Almost never	No	Yes	No	Alcohol	Petroleum Engineering	Heterosexual	Blindfold, Rope	No	No	Another Mines student, High school	4	4	None of these.	I've never used them and I don't own any	No	Oral birth control	5	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	Yes		2.9	Rock Rest Lodge	Windows	Marquez Hall	Once a week	Yes	Once a week	No	Out-of-State	600	None	1
2/4/2015 20:09:42	Male	Graduate Student	In a committed relationship	Yes	3-5 times per week	A few times a month	A bedroom	I have never had a one night stand.	A few times a month	No	No	No			Heterosexual		No	No		4			I've never used them and I don't own any			5	No	No	Never	No	Kissing, Oral sex, Vaginal sex, Anal sex, Audial sex (yeah, we don't know either...)	No				Windows	At your house/dorm/apartment	More than once a week	Yes	2-3 times per month	No	Out-of-State	265	None	1
2/4/2015 20:10:37	Male	Sophomore	Single			A few times a week			A few times a week	No	No	Yes		Mechanical Engineering	Heterosexual					3			I've never used them and I don't own any			1	No	No	A while ago...		Oral sex, Vaginal sex, Anal sex, Audial sex (yeah, we don't know either...)	No		3.13	The Grizzly Rose	Windows	At your house/dorm/apartment	More than once a week	Yes	Once a week	No	Out-of-State	300	None	
2/4/2015 20:11:46	Male	Freshman	In a committed relationship			A few times a week			Almost never	No	No	Yes		Geology and Geological Engineering	Heterosexual					4			I've never used them and I don't own any			4	No	No	Never		Vaginal sex, Anal sex	No		4	Blue Canyon	Mac OS	At your house/dorm/apartment	More than once a week	No	More than once a week	No	In-State	0	None	
2/4/2015 20:11:56	Male	Junior	In a committed relationship	Yes	1-2 times per month	A few times a month	A bedroom	I have never had a one night stand.	A few times a month	No	No	No	Alcohol	Economics and Business	Heterosexual	None of these.	No	Yes	A student from another college	3	1	None of these.	I've never used them and I don't own any	No		4	No	No	Never	No	Vaginal sex, Anal sex	No			Golden City Brewery	Windows	At your house/dorm/apartment	Once a week	Yes	More than once a week	Yes	In-State		1	
2/4/2015 20:13:05	Male	Junior	In a committed relationship	Yes	1-2 times per month	A few times a month	A bedroom, A car, A shower/bathroom, Your Mom's house	I have never had a one night stand.	Almost never	Yes	No	No	Alcohol, Marijuana, Prescription drugs (pain killers, etc)	Mechanical Engineering	Heterosexual	Vibrator, Handcuffs, Ice	No	No	A student from another college, A coworker	5		Used props	I own and use them	No	Oral birth control	5	No	No	A while ago...	No	Vaginal sex, Anal sex	Yes		2.92		Mac OS	Brown Building	More than once a week	No	More than once a week	No	In-State	0	2-5	2
2/4/2015 20:14:23	Male	Junior	Single	No	I am not sexually active.	A few times a week	A bedroom	I have never had a one night stand.	A few times a week	No	Yes	No	None of these	Mechanical Engineering	Heterosexual	None of these.	No	No	None of these	3		None of these.	I've never used them and I don't own any	No	Male condoms	1	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	No		2.4	I don't	Mac OS	Brown Building	Once a week	No	More than once a week	Yes	In-State	92	2-5	0
2/4/2015 20:14:54	Male	Senior	In an open relationship	Yes	Once a day	A few times a week	A bedroom	Once a year (or when the stars align...)	A few times a month	No	No	No	Alcohol	Civil and Environmental Engineering	Heterosexual	None of these.	No	No	Another Mines student, A student from another college	5	4	None of these.	I've never used them and I don't own any	No	Male condoms	5	No	No	Never	No	Vaginal sex	No		2.4	Rock Rest Lodge	Mac OS	At your house/dorm/apartment	More than once a week	Yes	More than once a week	Yes	In-State	1000	2-5	1
2/4/2015 20:15:14	Male	Junior	In an open relationship	Yes	3-5 times per week	A few times a week	A bedroom, A car, A shower/bathroom	Once a year (or when the stars align...)	A few times a week	No	No	No	Alcohol	Mechanical Engineering	Heterosexual	Handcuffs, Ice	No	No	A student from another college	4	3	Used props, Had sex in a room where someone else was sleeping, Anal sex	I've used them, but don't own them.	No	Male condoms	4	No	No	Never	No	Vaginal sex, Anal sex	Yes		3.44		Windows	At your house/dorm/apartment	Once a week	No	More than once a week	No	In-State	400	2-5	1
2/4/2015 20:17:06	Male	Senior	In a committed relationship	Yes	3-5 times per week	Almost never	A bedroom, A car, A shower/bathroom	Once a year (or when the stars align...)	Almost never	No	No	No	Alcohol, Marijuana	Petroleum Engineering	Heterosexual	Cock Ring, Ice	No	No	A student from another college	4	3	Used props, Role play, Had sex in a room where someone else was sleeping	I've never used them and I don't own any	No	Male condoms	4	No	No	Within the past year	No	Vaginal sex, Anal sex	No		2.8	Rock Rest Lodge	Windows	At your house/dorm/apartment	Once a week	No	More than once a week	Yes	Out-of-State	950	None	1
